Flat K,MRS,BC_Code,RZD_Code,LZA,Lens_Code,Lens_Code_Lazer,BC,RZD
49.875,-4,74,600,36,74-600-36,7460O,7.4,0.6
49.875,-3.75,73,600,36,73-600-36,7360O,7.3,0.6
49.875,-3.5,73,600,36,73-600-36,7360O,7.3,0.6
49.875,-3.25,72,575,36,72-575-36,7258O,7.2,0.575
49.875,-3,72,575,36,72-575-36,7258O,7.2,0.575
49.875,-2.75,71,575,36,71-575-36,7158O,7.1,0.575
49.875,-2.5,71,575,36,71-575-36,7158O,7.1,0.575
49.875,-2.25,70,575,36,70-575-36,7058O,7,0.575
49.875,-2,70,575,36,70-575-36,7058O,7,0.575
49.875,-1.75,69,575,36,69-575-36,6958O,6.9,0.575
49.875,-1.5,69,575,36,69-575-36,6958O,6.9,0.575
49.875,-1.25,68,575,36,68-575-36,6858O,6.8,0.575
49.875,-1,68,575,36,68-575-36,6858O,6.8,0.575
49.875,-0.75,67,575,36,67-575-36,6758O,6.7,0.575
49.875,-0.5,67,575,36,67-575-36,6758O,6.7,0.575
49.875,-0.25,66,575,36,66-575-36,6658O,6.6,0.575
50,-6.5,79,600,36,79-600-36,7960O,7.9,0.6
50,-6.25,78,600,36,78-600-36,7860O,7.8,0.6
50,-6,78,600,36,78-600-36,7860O,7.8,0.6
50,-5.75,77,600,36,77-600-36,7760O,7.7,0.6
50,-5.5,77,600,36,77-600-36,7760O,7.7,0.6
50,-5.25,76,600,36,76-600-36,7660O,7.6,0.6
50,-5,76,600,36,76-600-36,7660O,7.6,0.6
50,-4.75,75,600,36,75-600-36,7560O,7.5,0.6
50,-4.5,75,600,36,75-600-36,7560O,7.5,0.6
50,-4.25,74,600,36,74-600-36,7460O,7.4,0.6
50,-4,74,600,36,74-600-36,7460O,7.4,0.6
50,-3.75,73,600,36,73-600-36,7360O,7.3,0.6
50,-3.5,73,600,36,73-600-36,7360O,7.3,0.6
50,-3.25,72,600,36,72-600-36,7260O,7.2,0.6
50,-3,72,575,36,72-575-36,7258O,7.2,0.575
50,-2.75,71,575,36,71-575-36,7158O,7.1,0.575
50,-2.5,71,575,36,71-575-36,7158O,7.1,0.575
50,-2.25,70,575,36,70-575-36,7058O,7,0.575
50,-2,70,575,36,70-575-36,7058O,7,0.575
50,-1.75,69,575,36,69-575-36,6958O,6.9,0.575
50,-1.5,69,575,36,69-575-36,6958O,6.9,0.575
50,-1.25,68,575,36,68-575-36,6858O,6.8,0.575
50,-1,68,575,36,68-575-36,6858O,6.8,0.575
50,-0.75,67,575,36,67-575-36,6758O,6.7,0.575
50,-0.5,67,575,36,67-575-36,6758O,6.7,0.575
50,-0.25,66,575,36,66-575-36,6658O,6.6,0.575
